"ensembl","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGALG00010027653","WNT7A",134.243476974515,0.848739151379415,0.395479912077654,2.14609927194674,0.0318650593613907,0.463823477387676
"ENSGALG00010024914","ENSGALG00010024914",56.4609587759213,-0.884655819535142,0.41225507565584,-2.14589430615931,0.0318814121856336,0.463823477387676
"ENSGALG00010016877","UBE2D3",372.224640363991,-0.535620122282521,0.249679737635659,-2.14522863310645,0.0319345713408451,0.463823477387676
"ENSGALG00010020356","STX3",10.6630975996,-1.93937755745575,0.904153559164095,-2.14496479917497,0.0319556615424722,0.463823477387676
"ENSGALG00010029517","MSI2",2660.13897829411,0.419906281045868,0.195773955153997,2.1448526220741,0.031964632306434,0.463823477387676
"ENSGALG00010028900","TNC",371.042021469916,0.616733178678823,0.287545184576719,2.14482179413536,0.0319670979841459,0.463823477387676
"ENSGALG00010014470","RPS6KA1",94.8924238967307,0.752994067837885,0.351135599600394,2.14445379134107,0.0319965441458207,0.463823477387676
"ENSGALG00010009336","LAMB1",24.629992171548,-1.26610602667415,0.590476147227864,-2.14421197641631,0.032015905897509,0.463823477387676
"ENSGALG00010013831","TCERG1",1237.88213645695,0.476260535406851,0.222202490077494,2.14336272847686,0.0320839834702013,0.463823477387676
"ENSGALG00010006363","TRAPPC6A",109.264647245493,-0.697643008464555,0.325499917797942,-2.1432970342488,0.0320892548293202,0.463823477387676
"ENSGALG00010002644","KCNF1",609.040359133396,0.763825418864582,0.35642577841933,2.1430139600227,0.0321119774302119,0.463823477387676
"ENSGALG00010018563","ENSGALG00010018563",18.2303611082786,-1.36580258222582,0.637370692844129,-2.14287007162381,0.0321235327555651,0.463823477387676
"ENSGALG00010028338","ENSGALG00010028338",149.032330513286,-0.937507583181026,0.437525068511229,-2.14275169733952,0.032133041776418,0.463823477387676
"ENSGALG00010024115","POLR2D",39.2514122231538,-1.00887430283112,0.470869830513955,-2.14257579792261,0.0321471762538567,0.463823477387676
"ENSGALG00010026624","ENSGALG00010026624",33.0160365253073,-1.33785472994401,0.624715900486979,-2.14154102513018,0.0322304338063705,0.464540831063516
"ENSGALG00010004041","ENSGALG00010004041",102.022318442206,0.849576364000639,0.396796932426024,2.14108601799493,0.0322671020095142,0.46458589390206
"ENSGALG00010011641","ENSGALG00010011641",27.7209637018598,-1.23497472671097,0.577847556908104,-2.13719814498995,0.0325818788606958,0.468630949220662
"ENSGALG00010021148","GPATCH8",516.804110877433,0.548286004890684,0.256628271568423,2.13649884145558,0.0326387753060502,0.468962320294711
"ENSGALG00010003918","HTR1E",61.7256647741801,0.987632701574865,0.46257207163197,2.13508934530021,0.0327537127851379,0.469787878017421
"ENSGALG00010026541","ENSGALG00010026541",29.4998873379169,-1.25513906947863,0.587897456113261,-2.13496257965916,0.0327640668662789,0.469787878017421
"ENSGALG00010007292","ENSGALG00010007292",85.1591552245546,-0.892022063042914,0.417914335401365,-2.13446150916603,0.0328050212036884,0.469888674966172
"ENSGALG00010027502","THOP1",126.574384332267,-0.667909091605226,0.312993942509235,-2.13393615943708,0.0328480070345808,0.470011188128883
"ENSGALG00010002599","KIFC1",72.971010986061,1.2110196557393,0.567613681514402,2.13352795251214,0.032881441144819,0.470011188128883
"ENSGALG00010003970","ENSGALG00010003970",164.412138018273,0.840941851822571,0.394503327866446,2.13164704178937,0.0330358734458667,0.471256772667099
"ENSGALG00010017421","GPR157",141.963356749507,-0.644298590738812,0.302312085448666,-2.13123663178268,0.0330696525772374,0.471256772667099
"ENSGALG00010001115","PFN2",309.5202603728,-0.689768793091149,0.323709302720217,-2.13082783625566,0.0331033282122056,0.471256772667099
"ENSGALG00010024701","EIF2B1",88.7487989569988,-0.816289483594656,0.383104070381172,-2.13072516505106,0.0331117906399089,0.471256772667099
"ENSGALG00010004395","BOC",20.3980757340601,1.77829444962125,0.834908577320437,2.12992715361546,0.0331776279629079,0.471256772667099
"ENSGALG00010025451","LRRC43",15.4750948978011,1.62950951201064,0.76530776739839,2.12922118581136,0.0332359648894838,0.471256772667099
